device_id,device_type,encryption_algorithm,data_sensitivity,data_retention_years,network_exposure,update_capable,battery_powered,cpu_mhz,ram_kb,key_rotation_days,deployment_age_years,num_connected_devices,data_volume_mb_per_day,risk_label
DEV_09390,autonomous_vehicle_sensor,ECC-256,4,11,0,1,0,240,2048,300,4,274,644.96,CRITICAL
DEV_09391,autonomous_vehicle_sensor,AES-256,1,17,1,1,1,1500,16384,230,1,271,385.68,LOW
DEV_09392,autonomous_vehicle_sensor,AES-256,4,19,1,1,1,1500,4096,73,1,164,331.14,LOW
DEV_09393,autonomous_vehicle_sensor,Kyber-512,3,18,1,1,1,3000,4096,235,0,68,158.5,LOW
DEV_09394,autonomous_vehicle_sensor,AES-256,1,14,1,1,1,1500,2048,245,0,285,87.85,LOW
DEV_09395,autonomous_vehicle_sensor,Kyber-512,3,14,0,1,1,1000,16384,103,0,117,859.79,LOW
DEV_09396,autonomous_vehicle_sensor,AES-256,4,17,1,1,1,2000,16384,144,4,32,166.41,LOW
DEV_09397,autonomous_vehicle_sensor,AES-256,4,19,1,0,0,3000,16384,277,1,91,883.49,LOW
DEV_09398,autonomous_vehicle_sensor,Kyber-512,3,10,1,1,1,2000,16384,78,5,143,686.25,LOW
DEV_09399,autonomous_vehicle_sensor,AES-256,2,8,0,1,0,1200,256,72,3,163,186.7,LOW
DEV_09400,autonomous_vehicle_sensor,ECC-384,4,9,1,1,1,2000,8192,333,5,73,169.87,CRITICAL
DEV_09401,autonomous_vehicle_sensor,AES-256,4,9,0,1,0,2000,8192,44,4,164,970.91,LOW
DEV_09402,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,18,1,1,0,3000,8192,3,3,280,121.61,LOW
DEV_09403,autonomous_vehicle_sensor,ECC-256,4,10,0,0,0,1500,8192,119,2,238,423.4,CRITICAL
DEV_09404,autonomous_vehicle_sensor,RSA-2048,3,11,0,0,0,1500,512,204,5,275,820.24,CRITICAL
DEV_09405,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,2,7,1,1,0,2000,8192,352,0,96,818.78,LOW
DEV_09406,autonomous_vehicle_sensor,AES-256,2,18,1,1,0,240,4096,76,5,220,654.69,LOW
DEV_09407,autonomous_vehicle_sensor,ECC-384,4,15,1,1,0,240,8192,327,4,53,201.41,CRITICAL
DEV_09408,autonomous_vehicle_sensor,Kyber-768,2,20,0,1,0,3000,16384,3,1,156,234.84,LOW
DEV_09409,autonomous_vehicle_sensor,AES-256,4,16,1,1,0,1200,2048,108,2,108,603.44,LOW
DEV_09410,autonomous_vehicle_sensor,Kyber-768,2,10,0,0,1,3000,8192,237,2,271,491.07,LOW
DEV_09411,autonomous_vehicle_sensor,Kyber-768,4,12,0,0,0,1200,2048,95,3,269,671.29,LOW
DEV_09412,autonomous_vehicle_sensor,ECC-256,3,7,1,1,1,1200,8192,101,4,242,252.81,CRITICAL
DEV_09413,autonomous_vehicle_sensor,ECC-384,2,15,1,1,1,240,16384,78,4,253,459.54,HIGH
DEV_09414,autonomous_vehicle_sensor,Kyber-512,3,16,1,0,1,2000,4096,88,0,128,649.66,LOW
DEV_09415,autonomous_vehicle_sensor,AES-256,3,14,1,0,0,1000,8192,177,1,120,694.86,LOW
DEV_09416,autonomous_vehicle_sensor,ChaCha20,2,17,0,1,0,1000,4096,209,3,261,264.24,MEDIUM
DEV_09417,autonomous_vehicle_sensor,Kyber-768,4,7,1,1,0,1500,16384,31,2,63,243.15,LOW
DEV_09418,autonomous_vehicle_sensor,ECC-384,4,19,1,1,1,2000,16384,190,2,211,718.57,CRITICAL
DEV_09419,autonomous_vehicle_sensor,Kyber-768,2,15,0,0,0,2000,8192,12,1,37,925.63,LOW
DEV_09420,autonomous_vehicle_sensor,Kyber-768,3,8,1,0,0,3000,8192,192,3,75,911.44,LOW
DEV_09421,autonomous_vehicle_sensor,ECC-256,1,13,0,1,1,2000,16384,312,3,280,973.04,LOW
DEV_09422,autonomous_vehicle_sensor,Kyber-768,3,19,0,0,0,2000,16384,146,0,96,746.9,LOW
DEV_09423,autonomous_vehicle_sensor,ECC-256,4,16,1,1,0,3000,4096,21,3,92,884.48,CRITICAL
DEV_09424,autonomous_vehicle_sensor,RSA-2048,1,17,0,1,0,1200,8192,178,0,85,345.17,LOW
DEV_09425,autonomous_vehicle_sensor,Kyber-512,3,6,0,1,1,1500,16384,76,5,74,171.09,LOW
DEV_09426,autonomous_vehicle_sensor,ChaCha20,3,11,1,1,0,1500,16384,261,2,101,178.61,CRITICAL
DEV_09427,autonomous_vehicle_sensor,Kyber-768,3,9,0,1,0,2000,8192,82,2,163,284.56,LOW
DEV_09428,autonomous_vehicle_sensor,RSA-2048,4,20,0,1,0,1500,16384,281,0,295,980.01,CRITICAL
DEV_09429,autonomous_vehicle_sensor,Kyber-768,4,14,1,1,0,1500,16384,140,5,218,925.06,LOW
DEV_09430,autonomous_vehicle_sensor,Kyber-512,3,7,0,1,0,2000,512,298,5,24,720.1,LOW
DEV_09431,autonomous_vehicle_sensor,RSA-2048,2,13,1,1,1,3000,2048,219,5,285,986.53,HIGH
DEV_09432,autonomous_vehicle_sensor,Kyber-512,3,18,0,1,0,1000,16384,68,2,230,373.73,LOW
DEV_09433,autonomous_vehicle_sensor,Kyber-512,4,10,1,1,0,1500,16384,284,3,37,716.77,LOW
DEV_09434,autonomous_vehicle_sensor,ECC-256,4,12,0,1,1,2000,16384,99,5,121,659.52,CRITICAL
DEV_09435,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,6,0,1,0,2000,16384,309,3,15,902.41,LOW
DEV_09436,autonomous_vehicle_sensor,AES-256,4,12,0,0,0,2000,8192,293,2,75,95.7,LOW
DEV_09437,autonomous_vehicle_sensor,Kyber-512,3,5,1,1,1,3000,8192,108,3,260,806.97,LOW
DEV_09438,autonomous_vehicle_sensor,Kyber-512,3,12,1,1,0,2000,16384,237,1,264,256.72,LOW
DEV_09439,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,12,1,1,0,2000,8192,110,3,111,789.95,LOW
DEV_09440,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,6,1,1,0,1200,2048,258,0,222,685.58,LOW
DEV_09441,autonomous_vehicle_sensor,ECC-384,4,11,1,1,0,3000,4096,44,4,285,349.41,CRITICAL
DEV_09442,autonomous_vehicle_sensor,Kyber-512,4,7,1,1,0,3000,16384,335,2,35,82.03,LOW
DEV_09443,autonomous_vehicle_sensor,AES-256,3,5,1,0,0,2000,8192,11,5,157,389.19,LOW
DEV_09444,autonomous_vehicle_sensor,Kyber-512,2,20,0,1,0,3000,8192,236,0,253,341.89,LOW
DEV_09445,autonomous_vehicle_sensor,AES-256,3,6,1,1,0,1200,16384,23,3,183,922.49,LOW
DEV_09446,autonomous_vehicle_sensor,RSA-2048,1,13,1,1,1,3000,2048,343,0,128,462.59,LOW
DEV_09447,autonomous_vehicle_sensor,AES-256,4,13,0,1,0,1000,8192,131,4,183,66.26,LOW
DEV_09448,autonomous_vehicle_sensor,Kyber-768,4,20,1,1,0,240,16384,15,0,106,666.77,LOW
DEV_09449,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,2,18,0,1,0,3000,4096,52,4,234,850.67,LOW
DEV_09450,autonomous_vehicle_sensor,RSA-2048,4,11,0,1,0,3000,4096,309,0,270,798.1,CRITICAL
DEV_09451,autonomous_vehicle_sensor,Kyber-768,3,9,0,1,0,1000,2048,140,4,208,987.84,LOW
DEV_09452,autonomous_vehicle_sensor,Kyber-768,4,18,0,1,1,1000,128,172,2,270,598.13,LOW
DEV_09453,autonomous_vehicle_sensor,RSA-2048,3,14,1,1,0,1000,16384,310,4,283,556.05,CRITICAL
DEV_09454,autonomous_vehicle_sensor,AES-256,1,15,0,0,0,2000,16384,343,5,149,923.69,LOW
DEV_09455,autonomous_vehicle_sensor,RSA-2048,4,9,0,1,0,3000,8192,21,2,40,961.99,CRITICAL
DEV_09456,autonomous_vehicle_sensor,ECC-384,4,5,1,1,0,3000,512,309,1,97,992.69,CRITICAL
DEV_09457,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,1,19,0,0,0,3000,16384,79,4,192,958.14,LOW
DEV_09458,autonomous_vehicle_sensor,Kyber-768,3,11,1,1,1,1500,16384,289,2,151,523.43,LOW
DEV_09459,autonomous_vehicle_sensor,Kyber-512,4,17,0,1,0,1500,8192,332,2,25,412.64,LOW
DEV_09460,autonomous_vehicle_sensor,ECC-256,4,17,0,1,1,1200,4096,148,0,224,810.32,CRITICAL
DEV_09461,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,10,1,1,0,1500,256,321,1,55,365.05,LOW
DEV_09462,autonomous_vehicle_sensor,Kyber-512,2,12,1,1,0,2000,16384,354,2,10,247.74,LOW
DEV_09463,autonomous_vehicle_sensor,AES-256,3,20,1,1,1,160,16384,316,2,16,81.91,LOW
DEV_09464,autonomous_vehicle_sensor,Kyber-768,4,10,1,1,0,2000,8192,9,2,273,386.24,LOW
DEV_09465,autonomous_vehicle_sensor,ECC-384,2,19,0,1,1,3000,8192,336,1,210,85.04,HIGH
DEV_09466,autonomous_vehicle_sensor,AES-256,3,11,0,1,0,240,16384,4,2,192,551.24,LOW
DEV_09467,autonomous_vehicle_sensor,ECC-256,3,20,1,0,1,1500,128,296,0,282,585.16,CRITICAL
DEV_09468,autonomous_vehicle_sensor,Kyber-768,3,10,1,1,0,1200,4096,204,3,289,313.59,LOW
DEV_09469,autonomous_vehicle_sensor,ECC-256,4,13,1,1,0,1200,8192,39,1,237,234.04,CRITICAL
DEV_09470,autonomous_vehicle_sensor,ECC-384,4,16,1,1,0,2000,8192,290,1,155,496.69,CRITICAL
DEV_09471,autonomous_vehicle_sensor,Kyber-768,1,11,1,1,1,2000,4096,164,1,102,870.54,LOW
DEV_09472,autonomous_vehicle_sensor,ECC-256,3,11,1,1,1,2000,8192,326,2,114,99.99,CRITICAL
DEV_09473,autonomous_vehicle_sensor,Kyber-768,1,8,1,1,0,2000,16384,203,2,49,964.26,LOW
DEV_09474,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,1,7,0,1,0,1500,16384,124,1,276,608.14,LOW
DEV_09475,autonomous_vehicle_sensor,AES-256,4,13,1,1,0,3000,8192,229,3,250,399.38,LOW
DEV_09476,autonomous_vehicle_sensor,RSA-2048,3,16,0,0,0,1000,8192,163,2,22,953.17,CRITICAL
DEV_09477,autonomous_vehicle_sensor,AES-256,3,18,1,1,0,2000,8192,354,3,138,556.63,LOW
DEV_09478,autonomous_vehicle_sensor,AES-256,4,18,1,1,0,2000,8192,233,4,246,513.47,LOW
DEV_09479,autonomous_vehicle_sensor,AES-256,4,8,0,1,0,1200,512,88,5,159,376.15,LOW
DEV_09480,autonomous_vehicle_sensor,RSA-2048,3,9,0,0,0,2000,16384,81,2,200,571.08,CRITICAL
DEV_09481,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,16,0,1,0,1200,16384,60,5,120,747.87,LOW
DEV_09482,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,2,8,0,1,0,2000,512,277,0,120,904.59,LOW
DEV_09483,autonomous_vehicle_sensor,ECC-256,3,6,1,0,1,3000,512,21,4,127,514.59,CRITICAL
DEV_09484,autonomous_vehicle_sensor,RSA-2048,4,9,1,1,0,3000,16384,132,4,249,347.87,CRITICAL
DEV_09485,autonomous_vehicle_sensor,Kyber-768,3,19,1,0,1,2000,16384,80,4,88,997.71,LOW
DEV_09486,autonomous_vehicle_sensor,ECC-384,3,17,0,0,0,3000,512,89,5,288,692.43,CRITICAL
DEV_09487,autonomous_vehicle_sensor,RSA-2048,4,9,0,1,0,2000,4096,195,0,285,75.83,CRITICAL
DEV_09488,autonomous_vehicle_sensor,RSA-2048,3,8,1,1,0,1000,8192,62,0,292,464.53,CRITICAL
DEV_09489,autonomous_vehicle_sensor,ECC-256,4,20,1,0,0,3000,256,241,1,198,554.48,CRITICAL
DEV_09490,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,10,1,1,0,2000,16384,275,1,258,163.36,LOW
DEV_09491,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,6,0,1,0,240,16384,78,0,22,497.83,LOW
DEV_09492,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,6,1,1,0,1500,16384,44,3,252,250.95,LOW
DEV_09493,autonomous_vehicle_sensor,ECC-256,4,5,0,1,0,1200,4096,276,0,149,851.91,CRITICAL
DEV_09494,autonomous_vehicle_sensor,ECC-384,4,9,1,1,0,3000,4096,39,5,197,582.03,CRITICAL
DEV_09495,autonomous_vehicle_sensor,RSA-2048,3,5,0,1,0,3000,16384,110,1,289,566.64,CRITICAL
DEV_09496,autonomous_vehicle_sensor,Kyber-768,4,10,1,1,0,1200,16384,328,0,53,71.01,LOW
DEV_09497,autonomous_vehicle_sensor,Kyber-768,1,12,1,0,1,2000,16384,230,0,130,395.84,LOW
DEV_09498,autonomous_vehicle_sensor,ECC-384,3,12,1,1,0,1200,8192,86,0,243,448.6,CRITICAL
DEV_09499,autonomous_vehicle_sensor,Kyber-512,2,11,1,1,0,3000,512,23,4,118,836.69,LOW
DEV_09500,autonomous_vehicle_sensor,RSA-2048,4,7,0,1,0,1200,16384,132,3,171,265.36,CRITICAL
DEV_09501,autonomous_vehicle_sensor,RSA-2048,3,17,0,1,1,2000,8192,50,0,147,534.08,CRITICAL
DEV_09502,autonomous_vehicle_sensor,Kyber-512,4,8,0,1,1,1200,4096,269,0,292,361.53,LOW
DEV_09503,autonomous_vehicle_sensor,ECC-256,4,13,0,1,1,1000,4096,235,4,164,738.61,CRITICAL
DEV_09504,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,5,0,1,0,240,8192,300,0,143,395.36,LOW
DEV_09505,autonomous_vehicle_sensor,AES-256,4,12,0,1,1,3000,8192,296,1,121,688.19,LOW
DEV_09506,autonomous_vehicle_sensor,Kyber-768,3,9,1,1,0,1000,16384,34,5,140,781.27,LOW
DEV_09507,autonomous_vehicle_sensor,AES-256,4,19,0,1,0,3000,16384,346,2,23,816.92,LOW
DEV_09508,autonomous_vehicle_sensor,ECC-256,4,7,1,1,0,2000,2048,243,3,115,210.6,CRITICAL
DEV_09509,autonomous_vehicle_sensor,ECC-384,4,18,1,1,1,3000,4096,73,3,122,372.39,CRITICAL
DEV_09510,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,1,13,0,1,1,3000,8192,76,4,78,349.75,LOW
DEV_09511,autonomous_vehicle_sensor,AES-256,3,18,1,1,0,3000,8192,154,3,165,855.75,LOW
DEV_09512,autonomous_vehicle_sensor,AES-256,4,8,1,1,0,3000,8192,151,1,204,114.21,LOW
DEV_09513,autonomous_vehicle_sensor,Kyber-512,4,9,0,1,0,1000,8192,319,0,71,982.19,LOW
DEV_09514,autonomous_vehicle_sensor,Kyber-768,2,11,1,1,0,160,16384,220,3,204,570.5,LOW
DEV_09515,autonomous_vehicle_sensor,Kyber-768,3,16,1,1,0,2000,8192,234,2,213,576.56,LOW
DEV_09516,autonomous_vehicle_sensor,AES-256,4,13,1,1,0,80,8192,17,2,27,798.46,LOW
DEV_09517,autonomous_vehicle_sensor,AES-256,2,12,1,0,0,2000,16384,267,2,211,234.91,LOW
DEV_09518,autonomous_vehicle_sensor,AES-256,3,18,1,1,1,2000,2048,165,5,154,876.7,LOW
DEV_09519,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,2,6,0,1,1,1000,8192,364,2,117,893.5,LOW
DEV_09520,autonomous_vehicle_sensor,ECC-256,4,20,0,0,0,2000,8192,319,0,218,565.3,CRITICAL
DEV_09521,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,6,0,0,0,1200,64,19,2,266,289.26,LOW
DEV_09522,autonomous_vehicle_sensor,ECC-256,4,20,1,0,0,2000,8192,39,2,155,535.74,CRITICAL
DEV_09523,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,6,0,1,0,2000,16384,320,0,106,795.78,LOW
DEV_09524,autonomous_vehicle_sensor,AES-256,3,11,1,1,0,3000,2048,256,5,127,684.92,LOW
DEV_09525,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,14,1,0,1,3000,8192,18,2,38,52.62,LOW
DEV_09526,autonomous_vehicle_sensor,ECC-256,3,18,1,0,0,1200,512,216,1,120,689.52,CRITICAL
DEV_09527,autonomous_vehicle_sensor,Kyber-768,4,19,0,1,0,1200,2048,283,3,12,997.46,LOW
DEV_09528,autonomous_vehicle_sensor,ECC-384,3,7,0,1,0,1500,8192,328,4,98,89.83,CRITICAL
DEV_09529,autonomous_vehicle_sensor,Kyber-512,2,8,1,1,0,1200,8192,355,0,277,560.75,LOW
DEV_09530,autonomous_vehicle_sensor,RSA-2048,3,10,1,0,0,240,16384,187,0,244,859.16,CRITICAL
DEV_09531,autonomous_vehicle_sensor,AES-256,3,15,1,1,0,3000,2048,79,5,296,863.33,LOW
DEV_09532,autonomous_vehicle_sensor,ECC-256,3,8,1,1,1,2000,8192,9,2,106,89.48,CRITICAL
DEV_09533,autonomous_vehicle_sensor,Kyber-512,2,5,1,1,1,2000,8192,92,0,269,824.4,LOW
DEV_09534,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,16,1,1,0,2000,16384,349,5,134,52.3,LOW
DEV_09535,autonomous_vehicle_sensor,ECC-256,3,8,1,0,0,2000,4096,278,2,220,719.67,CRITICAL
DEV_09536,autonomous_vehicle_sensor,ECC-256,4,13,1,1,1,1500,256,354,4,276,623.22,CRITICAL
DEV_09537,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,9,1,1,1,1000,16384,224,2,127,932.69,LOW
DEV_09538,autonomous_vehicle_sensor,Kyber-768,3,18,1,1,0,1500,16384,285,1,46,251.37,LOW
DEV_09539,autonomous_vehicle_sensor,AES-256,4,15,0,1,0,2000,16384,71,0,109,929.86,LOW
DEV_09540,autonomous_vehicle_sensor,AES-256,3,7,1,1,0,2000,4096,56,1,125,644.3,LOW
DEV_09541,autonomous_vehicle_sensor,AES-256,4,9,1,1,1,3000,16384,192,0,248,150.6,LOW
DEV_09542,autonomous_vehicle_sensor,RSA-2048,3,7,1,1,1,3000,8192,202,2,77,513.4,CRITICAL
DEV_09543,autonomous_vehicle_sensor,ECC-256,3,9,0,0,0,3000,8192,72,3,183,700.32,CRITICAL
DEV_09544,autonomous_vehicle_sensor,Kyber-768,3,12,1,1,0,2000,16384,83,5,281,797.18,LOW
DEV_09545,autonomous_vehicle_sensor,ECC-384,3,12,0,1,0,1000,8192,266,3,292,352.42,CRITICAL
DEV_09546,autonomous_vehicle_sensor,Kyber-512,4,15,0,1,0,3000,16384,150,3,264,349.14,LOW
DEV_09547,autonomous_vehicle_sensor,ECC-256,3,15,0,1,1,3000,16384,89,1,12,661.73,CRITICAL
DEV_09548,autonomous_vehicle_sensor,Kyber-768,3,13,1,1,0,2000,16384,117,3,210,473.06,LOW
DEV_09549,autonomous_vehicle_sensor,ECC-256,4,5,1,1,0,2000,8192,301,0,100,669.2,CRITICAL
DEV_09550,autonomous_vehicle_sensor,Kyber-768,4,14,1,1,0,2000,16384,17,2,53,102.7,LOW
DEV_09551,autonomous_vehicle_sensor,Kyber-768,4,8,1,0,1,3000,2048,104,5,169,381.37,LOW
DEV_09552,autonomous_vehicle_sensor,ECC-256,3,20,1,1,1,3000,16384,265,2,216,675.41,CRITICAL
DEV_09553,autonomous_vehicle_sensor,AES-256,4,14,0,1,1,2000,8192,127,5,140,939.31,LOW
DEV_09554,autonomous_vehicle_sensor,Kyber-768,3,12,1,0,1,3000,2048,280,2,39,517.52,LOW
DEV_09555,autonomous_vehicle_sensor,AES-256,4,20,1,1,1,3000,2048,288,0,124,768.15,LOW
DEV_09556,autonomous_vehicle_sensor,RSA-2048,3,18,0,1,0,240,16384,13,4,22,932.04,CRITICAL
DEV_09557,autonomous_vehicle_sensor,AES-256,3,19,0,0,1,3000,512,287,1,291,115.25,LOW
DEV_09558,autonomous_vehicle_sensor,ECC-256,2,10,0,1,0,1500,2048,61,1,172,842.61,HIGH
DEV_09559,autonomous_vehicle_sensor,RSA-1024,3,17,0,1,1,3000,4096,61,2,166,798.18,CRITICAL
DEV_09560,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,7,1,1,1,3000,16384,292,2,291,943.5,LOW
DEV_09561,autonomous_vehicle_sensor,Kyber-512,3,7,0,1,0,2000,8192,162,1,91,245.15,LOW
DEV_09562,autonomous_vehicle_sensor,ECC-256,2,5,1,1,1,1500,2048,258,0,152,529.25,MEDIUM
DEV_09563,autonomous_vehicle_sensor,RSA-2048,2,7,1,1,1,1200,16384,9,0,63,217.01,HIGH
DEV_09564,autonomous_vehicle_sensor,AES-256,3,6,0,1,0,80,8192,103,2,180,671.75,LOW
DEV_09565,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,8,0,1,0,1000,16384,330,3,206,401.64,LOW
DEV_09566,autonomous_vehicle_sensor,RSA-2048,3,8,1,1,0,1500,8192,163,4,217,999.44,CRITICAL
DEV_09567,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,6,1,1,0,3000,2048,329,2,49,205.01,LOW
DEV_09568,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,18,0,0,0,3000,16384,144,1,10,909.53,LOW
DEV_09569,autonomous_vehicle_sensor,AES-256,2,12,1,1,0,2000,4096,219,5,176,618.2,LOW
DEV_09570,autonomous_vehicle_sensor,Kyber-768,4,12,1,1,0,2000,8192,121,3,61,453.07,LOW
DEV_09571,autonomous_vehicle_sensor,AES-256,4,6,1,1,0,3000,16384,353,4,232,802.19,LOW
DEV_09572,autonomous_vehicle_sensor,Kyber-768,3,13,0,1,0,2000,8192,143,2,70,585.7,LOW
DEV_09573,autonomous_vehicle_sensor,Kyber-768,3,11,1,0,0,3000,8192,161,4,41,405.52,LOW
DEV_09574,autonomous_vehicle_sensor,RSA-2048,4,13,1,1,1,3000,16384,95,1,223,145.85,CRITICAL
DEV_09575,autonomous_vehicle_sensor,AES-256,2,19,0,1,1,2000,512,112,3,213,918.83,LOW
DEV_09576,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,20,0,1,0,240,512,85,4,89,570.1,LOW
DEV_09577,autonomous_vehicle_sensor,ECC-256,3,17,0,1,0,2000,16384,279,3,230,473.26,CRITICAL
DEV_09578,autonomous_vehicle_sensor,ECC-256,4,19,1,1,0,3000,4096,172,2,33,385.86,CRITICAL
DEV_09579,autonomous_vehicle_sensor,Kyber-768,3,13,0,0,0,3000,8192,268,1,238,308.79,LOW
DEV_09580,autonomous_vehicle_sensor,ECC-256,3,19,1,1,0,1500,256,157,2,188,167.78,CRITICAL
DEV_09581,autonomous_vehicle_sensor,ECC-256,4,5,1,1,0,160,8192,256,0,109,945.94,CRITICAL
DEV_09582,autonomous_vehicle_sensor,ECC-384,4,16,0,1,1,2000,512,72,1,195,150.17,CRITICAL
DEV_09583,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,9,0,1,1,1200,16384,346,3,203,477.65,LOW
DEV_09584,autonomous_vehicle_sensor,ECC-384,4,9,1,1,0,3000,16384,360,2,176,176.8,CRITICAL
DEV_09585,autonomous_vehicle_sensor,AES-256,4,20,0,1,0,2000,512,22,5,51,999.23,LOW
DEV_09586,autonomous_vehicle_sensor,AES-128,4,18,0,1,1,1500,8192,75,4,39,541.19,CRITICAL
DEV_09587,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,6,0,1,1,2000,8192,116,3,102,635.18,LOW
DEV_09588,autonomous_vehicle_sensor,Kyber-512,4,9,0,1,1,3000,4096,32,4,272,501.48,LOW
DEV_09589,autonomous_vehicle_sensor,ECC-256,4,15,0,0,0,2000,4096,176,1,61,956.47,CRITICAL
DEV_09590,autonomous_vehicle_sensor,ECC-384,2,12,1,1,1,3000,4096,5,4,175,984.23,HIGH
DEV_09591,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,20,1,1,0,1500,16384,234,3,202,905.82,LOW
DEV_09592,autonomous_vehicle_sensor,RSA-2048,1,20,0,1,0,2000,4096,244,0,34,676.29,LOW
DEV_09593,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,5,1,1,0,2000,8192,168,3,28,914.38,LOW
DEV_09594,autonomous_vehicle_sensor,Kyber-512,3,14,1,1,0,1200,16384,228,2,173,65.56,LOW
DEV_09595,autonomous_vehicle_sensor,ECC-256,4,6,0,1,0,3000,16384,243,0,124,507.28,CRITICAL
DEV_09596,autonomous_vehicle_sensor,RSA-2048,4,17,1,1,0,3000,16384,310,2,93,983.48,CRITICAL
DEV_09597,autonomous_vehicle_sensor,AES-256,3,7,1,1,0,2000,8192,302,0,233,91.71,LOW
DEV_09598,autonomous_vehicle_sensor,Kyber-512,3,18,0,0,0,3000,4096,319,2,295,156.78,LOW
DEV_09599,autonomous_vehicle_sensor,Kyber-768,4,14,1,1,0,1000,4096,78,4,40,653.88,LOW
DEV_09600,autonomous_vehicle_sensor,ECC-256,3,16,0,1,1,1200,2048,71,5,23,273.49,CRITICAL
DEV_09601,autonomous_vehicle_sensor,AES-256,3,11,0,0,0,3000,16384,139,0,282,689.86,LOW
DEV_09602,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,6,1,1,1,2000,64,60,1,69,146.23,LOW
DEV_09603,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,2,18,0,1,1,3000,8192,235,4,232,580.9,LOW
DEV_09604,autonomous_vehicle_sensor,ECC-384,4,10,0,1,1,2000,8192,152,4,157,492.29,CRITICAL
DEV_09605,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,7,1,1,1,1200,8192,330,5,162,691.43,LOW
DEV_09606,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,16,0,1,1,240,4096,2,2,251,987.99,LOW
DEV_09607,autonomous_vehicle_sensor,3DES,2,18,1,1,1,1500,8192,29,4,146,90.89,CRITICAL
DEV_09608,autonomous_vehicle_sensor,RSA-2048,4,9,0,1,0,2000,16384,356,3,102,538.9,CRITICAL
DEV_09609,autonomous_vehicle_sensor,Kyber-768,4,13,1,1,1,3000,16384,118,4,142,652.76,LOW
DEV_09610,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,3,5,1,1,0,2000,128,186,4,198,355.42,LOW
DEV_09611,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,8,0,0,1,1000,16384,233,4,89,399.06,LOW
DEV_09612,autonomous_vehicle_sensor,RSA-2048,3,16,1,0,0,2000,2048,342,1,276,402.56,CRITICAL
DEV_09613,autonomous_vehicle_sensor,Kyber-512,2,6,1,1,0,240,8192,93,3,28,232.82,LOW
DEV_09614,autonomous_vehicle_sensor,AES-256,4,7,0,0,1,1500,256,35,2,242,309.66,LOW
DEV_09615,autonomous_vehicle_sensor,Kyber-512,3,19,1,1,1,1200,256,210,1,65,197.18,LOW
DEV_09616,autonomous_vehicle_sensor,AES-256,3,14,0,1,0,3000,16384,186,5,249,543.8,LOW
DEV_09617,autonomous_vehicle_sensor,Kyber-768,2,6,0,0,0,3000,2048,332,3,112,537.22,LOW
DEV_09618,autonomous_vehicle_sensor,Kyber-768,3,11,1,1,0,3000,256,129,3,248,142.31,LOW
DEV_09619,autonomous_vehicle_sensor,Kyber-512,3,13,1,1,0,1200,2048,240,5,195,123.03,LOW
DEV_09620,autonomous_vehicle_sensor,AES-256,3,19,1,0,1,3000,16384,308,2,19,732.97,LOW
DEV_09621,autonomous_vehicle_sensor,HYBRID-ECC-Kyber,4,7,0,0,0,2000,16384,204,2,296,253.73,LOW
DEV_09622,autonomous_vehicle_sensor,ECC-256,4,19,1,1,1,3000,256,282,2,39,53.87,CRITICAL
